id_sewa,nama_penyewa,barang_disewa,tanggal_sewa,tanggal_kembali,total_biaya
343,Citra 720,Screen 3x4,2024-09-24,2024-09-29,2000000
344,Andi 325,Screen 2x3,2025-01-07,2025-01-12,1500000
345,Joko 472,TV Panasonic/LG 43 Inch,2023-06-11,2023-06-15,1200000
346,Eko 770,TV Panasonic/LG 43 Inch,2026-01-05,2026-01-09,1200000
347,Eko 881,TV Panasonic/LG 50 Inch,2026-04-11,2026-04-16,2250000
348,Eko 496,Screen 2x3,2024-04-07,2024-04-10,900000
349,Hana 600,TV Panasonic/LG 43 Inch,2025-11-05,2025-11-09,1200000
350,Iwan 664,Screen 2x3,2024-08-11,2024-08-12,300000
351,Dewi 634,TV Panasonic/LG 55 Inch,2023-04-19,2023-04-24,2750000
352,Andi 771,Screen 2x3,2024-09-28,2024-10-05,2100000
353,Santi 222,TV Panasonic/LG 50 Inch,2023-04-28,2023-05-05,3150000
354,Wati 941,TV Panasonic/LG 50 Inch,2024-02-05,2024-02-08,1350000
355,Eko 884,TV Panasonic/LG 75 Inch,2025-02-23,2025-02-27,4800000
356,Citra 410,TV Panasonic/LG 50 Inch,2025-07-19,2025-07-23,1800000
357,Citra 673,Epson 6000 Lumens,2024-05-12,2024-05-19,7000000
358,Rina 897,TV Panasonic/LG 43 Inch,2024-11-18,2024-11-20,600000
359,Andi 619,TV Panasonic/LG 50 Inch,2024-11-30,2024-12-01,450000
360,Tono 590,TV Panasonic/LG 75 Inch,2025-05-17,2025-05-19,2400000
361,Joko 104,TV Panasonic/LG 50 Inch,2025-08-28,2025-09-01,1800000
362,Dewi 942,TV Panasonic/LG 50 Inch,2023-10-16,2023-10-19,1350000
363,Zaki 448,TV Panasonic/LG 65 Inch,2025-04-29,2025-05-05,4200000
364,Gani 959,TV Panasonic/LG 55 Inch,2023-06-16,2023-06-19,1650000
365,Wati 187,Epson 6000 Lumens,2024-04-29,2024-05-01,2000000
366,Gani 702,TV Panasonic/LG 75 Inch,2025-05-04,2025-05-08,4800000
367,Gani 846,Epson 6000 Lumens,2026-04-04,2026-04-05,1000000
368,Santi 569,TV Panasonic/LG 43 Inch,2024-03-16,2024-03-22,1800000
369,Fani 993,TV Panasonic/LG 65 Inch,2023-07-02,2023-07-03,700000
370,Wati 819,TV Panasonic/LG 65 Inch,2024-09-20,2024-09-26,4200000
371,Fani 659,TV Panasonic/LG 65 Inch,2023-05-27,2023-05-29,1400000
372,Wati 729,TV Panasonic/LG 55 Inch,2026-01-30,2026-02-01,1100000
373,Santi 994,TV Panasonic/LG 43 Inch,2025-07-28,2025-08-02,1500000
374,Citra 353,TV Panasonic/LG 43 Inch,2025-10-01,2025-10-02,300000
375,Wati 689,Epson 6000 Lumens,2023-11-23,2023-11-29,6000000
376,Tono 842,TV Panasonic/LG 50 Inch,2023-05-01,2023-05-08,3150000
377,Andi 667,Screen 2x3,2023-02-15,2023-02-17,600000
378,Iwan 243,TV Panasonic/LG 65 Inch,2025-01-04,2025-01-06,1400000
379,Tono 296,TV Panasonic/LG 50 Inch,2026-04-18,2026-04-25,3150000
380,Fani 613,TV Panasonic/LG 43 Inch,2024-04-13,2024-04-15,600000
381,Hana 114,Screen 2x3,2025-07-09,2025-07-13,1200000
382,Citra 413,TV Panasonic/LG 43 Inch,2024-06-14,2024-06-19,1500000
383,Andi 374,TV Panasonic/LG 55 Inch,2024-03-27,2024-03-28,550000
384,Dewi 789,TV Panasonic/LG 50 Inch,2025-04-03,2025-04-08,2250000
385,Wati 305,Epson 6000 Lumens,2024-10-13,2024-10-14,1000000
386,Joko 834,TV Panasonic/LG 50 Inch,2023-08-04,2023-08-09,2250000
387,Tono 538,TV Panasonic/LG 55 Inch,2023-06-08,2023-06-10,1100000
388,Dewi 389,Epson 6000 Lumens,2024-02-11,2024-02-16,5000000
389,Santi 737,TV Panasonic/LG 43 Inch,2026-02-09,2026-02-14,1500000
390,Budi 540,TV Panasonic/LG 50 Inch,2023-02-24,2023-02-28,1800000
391,Gani 627,TV Panasonic/LG 50 Inch,2023-03-27,2023-03-31,1800000
392,Eko 776,TV Panasonic/LG 50 Inch,2025-03-01,2025-03-07,2700000
393,Gani 119,TV Panasonic/LG 43 Inch,2026-01-07,2026-01-08,300000
394,Joko 693,TV Panasonic/LG 43 Inch,2023-03-27,2023-03-30,900000
395,Iwan 789,TV Panasonic/LG 65 Inch,2026-02-21,2026-02-22,700000
396,Gani 282,TV Panasonic/LG 75 Inch,2024-05-31,2024-06-05,6000000
397,Rina 676,TV Panasonic/LG 75 Inch,2023-04-18,2023-04-19,1200000
398,Santi 602,TV Panasonic/LG 55 Inch,2026-02-17,2026-02-24,3850000
399,Dewi 402,TV Panasonic/LG 50 Inch,2023-08-25,2023-08-26,450000
400,Iwan 672,TV Panasonic/LG 43 Inch,2023-02-14,2023-02-21,2100000
401,Andi 846,TV Panasonic/LG 43 Inch,2023-07-27,2023-07-28,300000
402,Hana 161,TV Panasonic/LG 55 Inch,2025-11-27,2025-11-29,1100000
403,Andi 753,Epson 6000 Lumens,2025-12-29,2026-01-05,7000000
404,Andi 707,Screen 2x3,2026-02-04,2026-02-11,2100000
405,Andi 444,TV Panasonic/LG 43 Inch,2025-01-18,2025-01-19,300000
406,Gani 797,TV Panasonic/LG 55 Inch,2026-03-19,2026-03-23,2200000
407,Iwan 118,Screen 2x3,2023-11-07,2023-11-10,900000
408,Tono 489,TV Panasonic/LG 50 Inch,2024-08-10,2024-08-14,1800000
409,Dewi 767,TV Panasonic/LG 50 Inch,2024-12-28,2025-01-04,3150000
410,Hana 748,Screen 2x3,2025-09-18,2025-09-25,2100000
411,Joko 650,TV Panasonic/LG 55 Inch,2024-09-08,2024-09-09,550000
412,Citra 365,TV Panasonic/LG 43 Inch,2025-03-01,2025-03-04,900000
413,Santi 481,TV Panasonic/LG 50 Inch,2025-12-31,2026-01-04,1800000
414,Joko 348,Screen 2x3,2024-04-25,2024-04-27,600000
415,Iwan 997,TV Panasonic/LG 43 Inch,2025-09-26,2025-09-29,900000
416,Tono 972,TV Panasonic/LG 75 Inch,2023-12-25,2023-12-31,7200000
417,Iwan 592,TV Panasonic/LG 43 Inch,2025-12-04,2025-12-10,1800000
418,Tono 441,TV Panasonic/LG 43 Inch,2025-01-25,2025-01-28,900000
419,Budi 692,Epson 6000 Lumens,2023-04-27,2023-04-29,2000000
420,Citra 849,TV Panasonic/LG 43 Inch,2024-08-21,2024-08-24,900000
421,Andi 167,TV Panasonic/LG 65 Inch,2023-01-17,2023-01-23,4200000
422,Budi 691,TV Panasonic/LG 50 Inch,2025-07-21,2025-07-24,1350000
423,Eko 990,TV Panasonic/LG 50 Inch,2025-09-26,2025-09-28,900000
424,Rina 671,TV Panasonic/LG 43 Inch,2023-05-04,2023-05-08,1200000
425,Tono 652,TV Panasonic/LG 43 Inch,2024-11-01,2024-11-08,2100000
426,Dewi 488,Screen 3x4,2024-03-03,2024-03-07,1600000
427,Dewi 103,TV Panasonic/LG 50 Inch,2023-02-14,2023-02-16,900000
428,Wati 776,Screen 2x3,2023-04-10,2023-04-14,1200000
429,Zaki 183,TV Panasonic/LG 55 Inch,2024-03-24,2024-03-30,3300000
430,Santi 784,TV Panasonic/LG 43 Inch,2023-06-03,2023-06-07,1200000
431,Citra 698,TV Panasonic/LG 55 Inch,2023-12-03,2023-12-04,550000
432,Zaki 105,Epson 6000 Lumens,2025-01-26,2025-01-27,1000000
433,Budi 270,TV Panasonic/LG 50 Inch,2026-04-26,2026-04-27,450000
434,Rina 830,TV Panasonic/LG 55 Inch,2025-05-28,2025-06-01,2200000
435,Joko 602,Screen 3x4,2025-03-24,2025-03-31,2800000
436,Citra 500,Screen 2x3,2025-10-26,2025-10-27,300000
437,Iwan 266,TV Panasonic/LG 43 Inch,2024-08-07,2024-08-09,600000
438,Gani 549,TV Panasonic/LG 50 Inch,2023-09-14,2023-09-21,3150000
439,Citra 141,TV Panasonic/LG 50 Inch,2023-07-08,2023-07-12,1800000
440,Rina 595,TV Panasonic/LG 43 Inch,2026-02-04,2026-02-11,2100000
441,Wati 231,Epson 6000 Lumens,2024-09-21,2024-09-27,6000000
442,Rina 896,TV Panasonic/LG 43 Inch,2025-05-07,2025-05-11,1200000
443,Gani 450,Screen 2x3,2025-01-26,2025-01-29,900000
444,Santi 932,Epson 6000 Lumens,2025-12-07,2025-12-13,6000000
445,Santi 997,TV Panasonic/LG 43 Inch,2023-11-06,2023-11-11,1500000
446,Rina 912,TV Panasonic/LG 55 Inch,2026-03-05,2026-03-06,550000
447,Eko 216,Screen 3x4,2024-02-02,2024-02-05,1200000
448,Rina 760,Screen 2x3,2025-06-08,2025-06-13,1500000
449,Hana 975,TV Panasonic/LG 43 Inch,2024-06-03,2024-06-05,600000
450,Rina 486,Epson 6000 Lumens,2023-09-29,2023-10-04,5000000
451,Tono 650,TV Panasonic/LG 43 Inch,2025-01-28,2025-02-01,1200000
452,Eko 205,TV Panasonic/LG 65 Inch,2025-02-06,2025-02-11,3500000
453,Rina 440,TV Panasonic/LG 50 Inch,2024-03-02,2024-03-06,1800000
454,Dewi 613,TV Panasonic/LG 50 Inch,2024-08-14,2024-08-15,450000
455,Gani 168,TV Panasonic/LG 43 Inch,2025-07-25,2025-07-29,1200000
456,Fani 150,TV Panasonic/LG 65 Inch,2023-08-20,2023-08-24,2800000
457,Tono 769,Screen 3x4,2023-03-21,2023-03-22,400000
458,Iwan 256,Epson 6000 Lumens,2025-01-24,2025-01-30,6000000
459,Wati 942,TV Panasonic/LG 65 Inch,2024-05-14,2024-05-18,2800000
460,Dewi 964,TV Panasonic/LG 43 Inch,2026-03-25,2026-03-29,1200000
461,Budi 285,TV Panasonic/LG 50 Inch,2024-08-28,2024-09-01,1800000
462,Dewi 661,Screen 2x3,2025-03-02,2025-03-09,2100000
463,Santi 379,Epson 6000 Lumens,2026-01-03,2026-01-05,2000000
464,Hana 341,TV Panasonic/LG 43 Inch,2024-11-05,2024-11-08,900000
465,Zaki 984,TV Panasonic/LG 50 Inch,2023-11-07,2023-11-12,2250000
466,Budi 687,TV Panasonic/LG 50 Inch,2025-05-01,2025-05-02,450000
467,Budi 506,TV Panasonic/LG 50 Inch,2023-11-14,2023-11-18,1800000
468,Gani 998,TV Panasonic/LG 43 Inch,2023-02-14,2023-02-19,1500000
469,Eko 888,Epson 6000 Lumens,2026-01-28,2026-01-31,3000000
470,Budi 633,TV Panasonic/LG 75 Inch,2024-07-12,2024-07-14,2400000
471,Santi 112,Screen 3x4,2023-07-22,2023-07-27,2000000
472,Gani 153,TV Panasonic/LG 50 Inch,2025-04-21,2025-04-22,450000
473,Zaki 233,TV Panasonic/LG 55 Inch,2023-07-10,2023-07-13,1650000
474,Eko 307,Screen 3x4,2023-03-02,2023-03-05,1200000
475,Iwan 951,TV Panasonic/LG 55 Inch,2023-04-17,2023-04-21,2200000
476,Iwan 774,TV Panasonic/LG 65 Inch,2024-11-06,2024-11-11,3500000
477,Eko 749,TV Panasonic/LG 55 Inch,2025-07-01,2025-07-06,2750000
478,Budi 347,TV Panasonic/LG 65 Inch,2023-03-04,2023-03-09,3500000
479,Dewi 246,TV Panasonic/LG 43 Inch,2023-06-12,2023-06-18,1800000
480,Rina 579,TV Panasonic/LG 43 Inch,2025-03-06,2025-03-13,2100000
481,Iwan 800,TV Panasonic/LG 55 Inch,2023-03-02,2023-03-07,2750000
482,Joko 410,Screen 3x4,2023-07-13,2023-07-17,1600000
483,Santi 315,Screen 3x4,2023-07-06,2023-07-13,2800000
484,Gani 325,TV Panasonic/LG 43 Inch,2025-08-25,2025-08-27,600000
485,Iwan 820,Screen 3x4,2024-07-12,2024-07-19,2800000
486,Santi 493,TV Panasonic/LG 43 Inch,2025-02-06,2025-02-12,1800000
487,Fani 581,TV Panasonic/LG 55 Inch,2026-03-26,2026-03-27,550000
488,Hana 984,Epson 6000 Lumens,2025-08-03,2025-08-08,5000000
489,Joko 725,TV Panasonic/LG 55 Inch,2024-10-20,2024-10-24,2200000
490,Citra 259,Epson 6000 Lumens,2024-03-15,2024-03-21,6000000
491,Fani 296,TV Panasonic/LG 43 Inch,2023-06-15,2023-06-22,2100000
492,Tono 708,Screen 3x4,2025-07-10,2025-07-17,2800000
493,Rina 495,TV Panasonic/LG 65 Inch,2024-07-04,2024-07-10,4200000
494,Iwan 841,TV Panasonic/LG 50 Inch,2024-04-29,2024-04-30,450000
495,Fani 253,TV Panasonic/LG 43 Inch,2026-04-19,2026-04-20,300000
496,Wati 967,TV Panasonic/LG 55 Inch,2023-12-27,2024-01-01,2750000
497,Hana 986,TV Panasonic/LG 43 Inch,2023-04-09,2023-04-14,1500000
498,Citra 448,TV Panasonic/LG 50 Inch,2026-01-14,2026-01-15,450000
499,Rina 142,TV Panasonic/LG 43 Inch,2025-02-08,2025-02-09,300000
500,Santi 985,Screen 2x3,2024-12-21,2024-12-23,600000
501,Andi 137,TV Panasonic/LG 43 Inch,2023-05-02,2023-05-06,1200000
502,Budi 939,Epson 6000 Lumens,2023-01-16,2023-01-17,1000000
503,Gani 224,TV Panasonic/LG 43 Inch,2023-04-27,2023-05-03,1800000
504,Eko 823,TV Panasonic/LG 50 Inch,2025-12-21,2025-12-24,1350000
505,Wati 273,TV Panasonic/LG 65 Inch,2023-11-23,2023-11-26,2100000
506,Tono 297,TV Panasonic/LG 43 Inch,2025-09-03,2025-09-07,1200000
507,Rina 513,TV Panasonic/LG 65 Inch,2025-12-22,2025-12-24,1400000
508,Joko 216,TV Panasonic/LG 43 Inch,2025-03-26,2025-03-30,1200000
509,Joko 390,TV Panasonic/LG 43 Inch,2024-06-14,2024-06-17,900000
510,Santi 533,TV Panasonic/LG 43 Inch,2026-01-28,2026-01-29,300000
511,Joko 415,Epson 6000 Lumens,2026-04-26,2026-05-01,5000000
512,Joko 719,TV Panasonic/LG 75 Inch,2025-09-18,2025-09-22,4800000
513,Citra 182,Screen 2x3,2025-12-06,2025-12-12,1800000
514,Hana 868,Screen 2x3,2025-04-03,2025-04-08,1500000
515,Rina 536,Screen 3x4,2023-01-28,2023-02-01,1600000
516,Hana 578,TV Panasonic/LG 50 Inch,2023-08-19,2023-08-26,3150000
517,Hana 575,TV Panasonic/LG 43 Inch,2023-02-21,2023-02-27,1800000
518,Eko 413,TV Panasonic/LG 65 Inch,2025-05-05,2025-05-08,2100000
519,Fani 997,TV Panasonic/LG 65 Inch,2026-03-28,2026-03-31,2100000
520,Zaki 386,TV Panasonic/LG 65 Inch,2023-08-30,2023-09-05,4200000
521,Iwan 218,TV Panasonic/LG 43 Inch,2024-08-04,2024-08-07,900000
522,Fani 441,TV Panasonic/LG 75 Inch,2025-07-19,2025-07-23,4800000
523,Tono 566,Screen 2x3,2024-12-20,2024-12-27,2100000
524,Eko 883,TV Panasonic/LG 55 Inch,2023-12-22,2023-12-25,1650000
525,Hana 867,Screen 3x4,2023-08-12,2023-08-13,400000
526,Gani 303,Screen 3x4,2025-03-10,2025-03-13,1200000
527,Santi 591,Screen 2x3,2024-10-20,2024-10-25,1500000
528,Joko 495,TV Panasonic/LG 55 Inch,2024-06-10,2024-06-17,3850000
529,Rina 813,TV Panasonic/LG 65 Inch,2024-04-09,2024-04-12,2100000
530,Wati 219,Screen 2x3,2023-05-15,2023-05-16,300000
531,Iwan 873,TV Panasonic/LG 55 Inch,2023-01-11,2023-01-12,550000
532,Andi 156,Epson 6000 Lumens,2023-06-15,2023-06-17,2000000
533,Tono 398,TV Panasonic/LG 50 Inch,2025-05-02,2025-05-08,2700000
534,Zaki 313,TV Panasonic/LG 50 Inch,2024-01-05,2024-01-11,2700000
535,Tono 867,TV Panasonic/LG 43 Inch,2024-01-31,2024-02-01,300000
536,Budi 997,Screen 2x3,2023-11-20,2023-11-21,300000
537,Joko 824,TV Panasonic/LG 65 Inch,2024-08-27,2024-08-30,2100000
538,Iwan 127,Screen 3x4,2026-03-05,2026-03-10,2000000
539,Dewi 236,TV Panasonic/LG 55 Inch,2023-09-24,2023-10-01,3850000
540,Joko 602,Screen 2x3,2025-06-09,2025-06-16,2100000
541,Budi 377,TV Panasonic/LG 65 Inch,2023-04-13,2023-04-20,4900000
542,Citra 156,Epson 6000 Lumens,2023-05-22,2023-05-24,2000000
543,Rina 303,TV Panasonic/LG 65 Inch,2025-08-24,2025-08-28,2800000
544,Dewi 915,TV Panasonic/LG 55 Inch,2023-05-19,2023-05-25,3300000
545,Budi 599,TV Panasonic/LG 43 Inch,2024-03-25,2024-03-30,1500000
546,Eko 596,Epson 6000 Lumens,2024-04-17,2024-04-23,6000000
547,Wati 832,Screen 3x4,2025-12-17,2025-12-23,2400000
548,Hana 658,Screen 3x4,2023-02-16,2023-02-21,2000000
549,Gani 697,TV Panasonic/LG 43 Inch,2025-11-08,2025-11-10,600000
550,Iwan 519,Screen 2x3,2023-01-23,2023-01-28,1500000
551,Hana 902,Screen 2x3,2024-12-26,2024-12-27,300000
552,Citra 575,TV Panasonic/LG 43 Inch,2024-12-27,2025-01-01,1500000
553,Joko 143,TV Panasonic/LG 55 Inch,2023-07-09,2023-07-12,1650000
554,Iwan 623,TV Panasonic/LG 55 Inch,2025-05-23,2025-05-25,1100000
555,Zaki 753,TV Panasonic/LG 50 Inch,2023-10-25,2023-10-31,2700000
556,Budi 941,Screen 2x3,2024-10-01,2024-10-07,1800000
557,Joko 480,TV Panasonic/LG 55 Inch,2024-10-31,2024-11-05,2750000
558,Eko 684,Screen 3x4,2025-06-14,2025-06-18,1600000
559,Andi 149,TV Panasonic/LG 43 Inch,2024-02-14,2024-02-21,2100000
560,Joko 305,TV Panasonic/LG 50 Inch,2025-12-06,2025-12-11,2250000
561,Iwan 381,Epson 6000 Lumens,2023-12-10,2023-12-14,4000000
562,Zaki 560,TV Panasonic/LG 43 Inch,2025-11-27,2025-12-03,1800000
563,Hana 392,Screen 3x4,2025-10-28,2025-10-29,400000
564,Rina 124,Screen 2x3,2025-03-09,2025-03-14,1500000
565,Eko 970,Screen 2x3,2023-12-14,2023-12-18,1200000
566,Eko 312,TV Panasonic/LG 50 Inch,2023-10-02,2023-10-05,1350000
567,Hana 928,Epson 6000 Lumens,2024-11-13,2024-11-14,1000000
568,Hana 767,TV Panasonic/LG 55 Inch,2023-10-24,2023-10-27,1650000
569,Dewi 460,TV Panasonic/LG 50 Inch,2026-04-09,2026-04-14,2250000
570,Santi 762,Epson 6000 Lumens,2026-02-20,2026-02-23,3000000
571,Dewi 482,TV Panasonic/LG 55 Inch,2024-05-12,2024-05-16,2200000
572,Rina 732,TV Panasonic/LG 43 Inch,2024-10-26,2024-10-30,1200000
573,Hana 392,Screen 2x3,2024-11-02,2024-11-05,900000
574,Eko 308,TV Panasonic/LG 50 Inch,2025-04-21,2025-04-27,2700000
575,Iwan 557,TV Panasonic/LG 50 Inch,2023-02-08,2023-02-11,1350000
576,Joko 885,TV Panasonic/LG 55 Inch,2025-05-15,2025-05-19,2200000
577,Andi 325,Screen 3x4,2025-01-20,2025-01-26,2400000
578,Hana 683,TV Panasonic/LG 50 Inch,2023-03-29,2023-04-01,1350000
579,Wati 830,TV Panasonic/LG 43 Inch,2026-04-05,2026-04-07,600000
580,Dewi 541,TV Panasonic/LG 75 Inch,2024-01-31,2024-02-03,3600000
581,Andi 762,TV Panasonic/LG 43 Inch,2023-12-04,2023-12-08,1200000
582,Iwan 487,Epson 6000 Lumens,2023-09-08,2023-09-09,1000000
583,Tono 266,Epson 6000 Lumens,2025-07-17,2025-07-22,5000000
584,Santi 535,TV Panasonic/LG 43 Inch,2024-03-10,2024-03-14,1200000
585,Andi 409,TV Panasonic/LG 50 Inch,2024-02-20,2024-02-27,3150000
586,Wati 377,TV Panasonic/LG 43 Inch,2024-07-08,2024-07-10,600000
587,Fani 946,TV Panasonic/LG 43 Inch,2025-10-28,2025-11-04,2100000
588,Wati 909,TV Panasonic/LG 50 Inch,2024-09-29,2024-10-01,900000
589,Joko 776,TV Panasonic/LG 43 Inch,2025-10-28,2025-10-29,300000
590,Rina 455,TV Panasonic/LG 50 Inch,2023-10-18,2023-10-20,900000
591,Tono 307,TV Panasonic/LG 50 Inch,2025-11-17,2025-11-18,450000
592,Iwan 226,TV Panasonic/LG 75 Inch,2023-05-13,2023-05-15,2400000
593,Gani 213,TV Panasonic/LG 55 Inch,2024-03-17,2024-03-23,3300000
594,Gani 301,TV Panasonic/LG 43 Inch,2023-02-05,2023-02-06,300000
595,Citra 786,TV Panasonic/LG 55 Inch,2026-02-02,2026-02-05,1650000
596,Hana 509,Screen 2x3,2024-10-16,2024-10-21,1500000
597,Rina 209,Screen 2x3,2023-12-31,2024-01-06,1800000
598,Joko 204,Epson 6000 Lumens,2025-08-16,2025-08-20,4000000
599,Dewi 138,Screen 3x4,2024-09-07,2024-09-10,1200000
600,Rina 677,TV Panasonic/LG 43 Inch,2026-02-28,2026-03-01,300000
601,Wati 895,Epson 6000 Lumens,2023-06-20,2023-06-26,6000000
602,Wati 845,Epson 6000 Lumens,2025-09-22,2025-09-28,6000000
603,Joko 263,Screen 2x3,2023-12-31,2024-01-03,900000
604,Zaki 845,Screen 3x4,2025-04-02,2025-04-06,1600000
605,Santi 839,TV Panasonic/LG 50 Inch,2024-01-03,2024-01-06,1350000
606,Tono 208,TV Panasonic/LG 55 Inch,2026-03-18,2026-03-23,2750000
607,Tono 633,TV Panasonic/LG 43 Inch,2023-01-28,2023-02-02,1500000
608,Citra 868,TV Panasonic/LG 55 Inch,2023-12-19,2023-12-22,1650000
609,Budi 610,TV Panasonic/LG 43 Inch,2025-04-09,2025-04-10,300000
610,Budi 911,Epson 6000 Lumens,2023-12-08,2023-12-12,4000000
611,Joko 645,Screen 2x3,2024-11-26,2024-11-27,300000
612,Wati 629,Screen 2x3,2023-06-19,2023-06-24,1500000
613,Rina 846,Epson 6000 Lumens,2026-03-25,2026-03-31,6000000
614,Citra 942,TV Panasonic/LG 43 Inch,2025-05-31,2025-06-02,600000
615,Budi 867,TV Panasonic/LG 50 Inch,2023-06-27,2023-06-29,900000
616,Dewi 427,Screen 3x4,2025-11-15,2025-11-21,2400000
617,Eko 594,TV Panasonic/LG 43 Inch,2026-02-23,2026-02-28,1500000
618,Fani 581,TV Panasonic/LG 43 Inch,2024-10-30,2024-11-05,1800000
619,Rina 496,TV Panasonic/LG 50 Inch,2026-02-05,2026-02-11,2700000
620,Tono 123,TV Panasonic/LG 43 Inch,2024-10-04,2024-10-07,900000
621,Tono 203,TV Panasonic/LG 65 Inch,2026-03-27,2026-03-30,2100000
622,Iwan 469,TV Panasonic/LG 65 Inch,2025-10-16,2025-10-21,3500000
623,Zaki 249,TV Panasonic/LG 43 Inch,2024-10-08,2024-10-11,900000
624,Joko 781,TV Panasonic/LG 55 Inch,2024-07-17,2024-07-21,2200000
625,Joko 584,TV Panasonic/LG 50 Inch,2025-05-30,2025-06-02,1350000
626,Eko 102,TV Panasonic/LG 65 Inch,2025-02-19,2025-02-25,4200000
627,Dewi 101,TV Panasonic/LG 65 Inch,2024-02-18,2024-02-24,4200000
628,Wati 315,TV Panasonic/LG 50 Inch,2023-11-02,2023-11-09,3150000
629,Rina 119,TV Panasonic/LG 50 Inch,2024-03-17,2024-03-19,900000
630,Fani 131,Screen 2x3,2024-08-22,2024-08-28,1800000
631,Gani 631,TV Panasonic/LG 55 Inch,2023-02-17,2023-02-23,3300000
632,Zaki 198,TV Panasonic/LG 43 Inch,2024-05-12,2024-05-19,2100000
633,Dewi 618,TV Panasonic/LG 55 Inch,2024-09-11,2024-09-14,1650000
634,Tono 748,TV Panasonic/LG 55 Inch,2023-12-09,2023-12-13,2200000
635,Joko 818,TV Panasonic/LG 65 Inch,2026-03-24,2026-03-30,4200000
636,Gani 295,TV Panasonic/LG 50 Inch,2024-12-19,2024-12-22,1350000
637,Santi 405,TV Panasonic/LG 43 Inch,2025-06-16,2025-06-20,1200000
638,Wati 744,Screen 2x3,2025-06-05,2025-06-12,2100000
639,Santi 237,TV Panasonic/LG 43 Inch,2024-07-12,2024-07-15,900000
640,Gani 812,TV Panasonic/LG 43 Inch,2025-06-16,2025-06-21,1500000
641,Citra 177,TV Panasonic/LG 43 Inch,2024-12-29,2025-01-02,1200000
642,Hana 852,TV Panasonic/LG 55 Inch,2023-04-16,2023-04-17,550000
643,Dewi 277,Epson 6000 Lumens,2023-08-13,2023-08-17,4000000
644,Dewi 615,TV Panasonic/LG 65 Inch,2023-01-19,2023-01-26,4900000
645,Budi 658,Screen 2x3,2025-06-28,2025-07-04,1800000
646,Eko 200,TV Panasonic/LG 43 Inch,2025-06-02,2025-06-09,2100000
647,Zaki 759,TV Panasonic/LG 50 Inch,2023-06-14,2023-06-17,1350000
648,Hana 135,Epson 6000 Lumens,2024-08-07,2024-08-09,2000000
649,Joko 186,Screen 2x3,2023-04-24,2023-04-28,1200000
650,Wati 244,TV Panasonic/LG 43 Inch,2025-10-27,2025-10-30,900000
651,Tono 839,TV Panasonic/LG 55 Inch,2025-03-08,2025-03-12,2200000
652,Gani 558,TV Panasonic/LG 43 Inch,2024-04-29,2024-05-02,900000
653,Gani 262,TV Panasonic/LG 50 Inch,2025-10-17,2025-10-20,1350000
654,Wati 790,Epson 6000 Lumens,2023-05-13,2023-05-17,4000000
655,Rina 356,TV Panasonic/LG 43 Inch,2024-07-16,2024-07-17,300000
656,Dewi 373,Epson 6000 Lumens,2024-04-18,2024-04-25,7000000
657,Dewi 846,TV Panasonic/LG 65 Inch,2023-12-12,2023-12-17,3500000
658,Zaki 958,TV Panasonic/LG 55 Inch,2025-04-04,2025-04-08,2200000
659,Rina 666,Screen 2x3,2024-09-30,2024-10-07,2100000
660,Hana 443,TV Panasonic/LG 65 Inch,2024-02-11,2024-02-13,1400000
661,Santi 411,TV Panasonic/LG 43 Inch,2025-08-16,2025-08-21,1500000
662,Gani 167,TV Panasonic/LG 43 Inch,2025-09-11,2025-09-17,1800000
663,Tono 460,TV Panasonic/LG 43 Inch,2023-01-28,2023-02-02,1500000
664,Budi 174,TV Panasonic/LG 50 Inch,2025-07-07,2025-07-12,2250000
665,Iwan 104,TV Panasonic/LG 50 Inch,2023-06-02,2023-06-04,900000
666,Tono 718,Epson 6000 Lumens,2024-11-16,2024-11-22,6000000
667,Santi 874,TV Panasonic/LG 55 Inch,2023-09-20,2023-09-26,3300000
668,Andi 547,TV Panasonic/LG 55 Inch,2023-02-27,2023-03-05,3300000
669,Gani 361,TV Panasonic/LG 55 Inch,2025-06-06,2025-06-08,1100000
670,Iwan 691,Epson 6000 Lumens,2025-09-21,2025-09-22,1000000
671,Wati 949,TV Panasonic/LG 50 Inch,2025-12-21,2025-12-24,1350000
672,Citra 195,TV Panasonic/LG 50 Inch,2023-01-24,2023-01-28,1800000
673,Rina 857,TV Panasonic/LG 50 Inch,2025-01-20,2025-01-27,3150000
674,Santi 872,Epson 6000 Lumens,2023-10-18,2023-10-21,3000000
675,Andi 216,Screen 3x4,2025-03-23,2025-03-29,2400000
676,Santi 542,TV Panasonic/LG 65 Inch,2025-04-26,2025-04-27,700000
677,Rina 928,Epson 6000 Lumens,2025-10-01,2025-10-08,7000000
678,Zaki 975,TV Panasonic/LG 65 Inch,2024-05-02,2024-05-03,700000
679,Eko 836,TV Panasonic/LG 55 Inch,2025-05-19,2025-05-22,1650000
680,Gani 111,TV Panasonic/LG 43 Inch,2024-06-10,2024-06-13,900000
681,Gani 477,Screen 3x4,2024-12-23,2024-12-28,2000000
682,Santi 805,TV Panasonic/LG 43 Inch,2025-06-02,2025-06-07,1500000
683,Santi 426,TV Panasonic/LG 50 Inch,2025-02-15,2025-02-17,900000
684,Budi 240,TV Panasonic/LG 65 Inch,2025-02-12,2025-02-14,1400000
