id_transaksi,nama_penyewa,barang_disewa,tanggal_sewa,tanggal_kembali,durasi_sewa,total_biaya,id_barang,jenis_barang,harga_sewa,stok,jumlah_disewa,tersedia
TRX-2023-00212,Dewi Wijaya,TV Panasonic 50 inch,2024-11-22,2024-11-25,3,1226354,B006,TV,439000,10,1,8
TRX-2023-00213,Hadi Lestari,Proyektor Epson 6000 Lumens,2023-05-07,2023-05-11,4,4010924,B001,Proyektor,1028000,15,1,10
TRX-2023-00214,Rina Wijaya,Proyektor Epson 6000 Lumens,2023-08-03,2023-08-09,6,5444674,B001,Proyektor,982000,15,1,12
TRX-2023-00215,Siti Santoso,Screen 2x3,2023-11-30,2023-12-01,1,279983,B002,Screen,311000,10,1,7
TRX-2023-00216,Siti Hidayat,Proyektor Epson 6000 Lumens,2024-06-09,2024-06-11,2,1948552,B001,Proyektor,1048000,15,1,2
TRX-2023-00217,Yanto Putri,TV Panasonic 55 inch,2024-06-05,2024-06-07,2,1115392,B008,TV,575000,8,1,0
TRX-2023-00218,Doni Hidayat,TV LG 75 inch,2023-03-04,2023-03-07,3,3360066,B013,TV,1204000,4,1,0
TRX-2023-00219,Yanto Pratama,TV LG 75 inch,2023-07-08,2023-07-13,5,6138234,B013,TV,1255000,4,1,2
TRX-2023-00220,Maya Putri,TV Panasonic 65 inch,2025-10-07,2025-10-08,1,624666,B010,TV,681000,6,1,2
TRX-2023-00221,Maya Hidayat,TV Panasonic 50 inch,2025-09-10,2025-09-14,4,1584529,B006,TV,437000,10,1,2
TRX-2023-00222,Eka Ramadhan,TV Panasonic 43 inch,2024-12-27,2024-12-29,2,603638,B004,TV,304000,12,1,8
TRX-2023-00223,Rina Wijaya,TV LG 55 inch,2023-01-18,2023-01-20,2,1038622,B009,TV,547000,8,1,6
TRX-2023-00224,Yanto Santoso,TV Panasonic 75 inch,2023-12-04,2023-12-07,3,3377490,B012,TV,1158000,4,1,4
TRX-2023-00225,Andi Hidayat,TV Panasonic 43 inch,2023-06-07,2023-06-14,7,2155114,B004,TV,314000,12,1,8
TRX-2023-00226,Yanto Santoso,Screen 3x4,2024-06-23,2024-06-24,1,386132,B003,Screen,409000,8,1,4
TRX-2023-00227,Maya Putri,TV Panasonic 43 inch,2025-02-16,2025-02-20,4,1108142,B004,TV,307000,12,1,3
TRX-2023-00228,Doni Lestari,TV Panasonic 55 inch,2024-04-27,2024-04-30,3,1548449,B008,TV,551000,8,1,2
TRX-2023-00229,Siti Pratama,Proyektor Epson 6000 Lumens,2025-11-10,2025-11-12,2,1872274,B001,Proyektor,1016000,15,1,14
TRX-2023-00230,Eka Hidayat,Screen 2x3,2024-10-01,2024-10-05,4,1175419,B002,Screen,304000,10,1,8
TRX-2023-00231,Maya Sari,TV Panasonic 43 inch,2025-07-22,2025-07-29,7,1957245,B004,TV,310000,12,1,11
TRX-2023-00232,Andi Lestari,TV LG 50 inch,2025-05-13,2025-05-16,3,1312562,B007,TV,448000,10,1,3
TRX-2023-00233,Yanto Kusuma,Screen 2x3,2025-03-06,2025-03-09,3,822445,B002,Screen,286000,10,1,3
TRX-2023-00234,Lia Putri,Proyektor Epson 6000 Lumens,2025-06-14,2025-06-18,4,3820329,B001,Proyektor,1034000,15,1,11
TRX-2023-00235,Agus Sari,TV LG 75 inch,2024-07-11,2024-07-16,5,5454172,B013,TV,1191000,4,1,2
TRX-2023-00236,Yanto Ramadhan,TV Panasonic 75 inch,2023-11-16,2023-11-18,2,2148848,B012,TV,1166000,4,1,2
TRX-2023-00237,Maya Pratama,Screen 3x4,2024-08-05,2024-08-08,3,1250382,B003,Screen,417000,8,1,3
TRX-2023-00238,Hadi Putri,TV LG 55 inch,2024-03-29,2024-04-02,4,2088752,B009,TV,568000,8,1,5
TRX-2023-00239,Lia Hidayat,Proyektor Epson 6000 Lumens,2025-04-28,2025-05-05,7,6318825,B001,Proyektor,966000,15,1,5
TRX-2023-00240,Hadi Lestari,TV LG 50 inch,2023-08-15,2023-08-17,2,911056,B007,TV,457000,10,1,9
TRX-2023-00241,Andi Pratama,TV LG 43 inch,2025-03-06,2025-03-13,7,2039149,B005,TV,312000,12,1,8
TRX-2023-00242,Joko Kusuma,TV LG 55 inch,2025-08-13,2025-08-20,7,3440864,B009,TV,543000,8,1,3
TRX-2023-00243,Hadi Sari,TV LG 50 inch,2023-10-01,2023-10-05,4,1670489,B007,TV,438000,10,1,8
TRX-2023-00244,Maya Kusuma,TV Panasonic 75 inch,2023-07-23,2023-07-30,7,7616380,B012,TV,1155000,4,1,0
TRX-2023-00245,Siti Kusuma,TV Panasonic 55 inch,2024-08-18,2024-08-22,4,2077392,B008,TV,556000,8,1,6
TRX-2023-00246,Siti Saputra,Proyektor Epson 6000 Lumens,2023-07-12,2023-07-17,5,4645764,B001,Proyektor,962000,15,1,11
TRX-2023-00247,Hadi Ramadhan,TV LG 43 inch,2023-05-30,2023-06-05,6,1696367,B005,TV,314000,12,1,6
TRX-2023-00248,Hadi Hidayat,TV LG 43 inch,2023-11-23,2023-11-29,6,1664240,B005,TV,289000,12,1,12
TRX-2023-00249,Siti Kusuma,TV Panasonic 55 inch,2024-02-15,2024-02-18,3,1595487,B008,TV,569000,8,1,3
TRX-2023-00250,Dewi Kusuma,TV LG 43 inch,2024-11-06,2024-11-10,4,1126362,B005,TV,296000,12,1,9
TRX-2023-00251,Andi Ramadhan,TV Panasonic 43 inch,2024-07-18,2024-07-23,5,1409137,B004,TV,295000,12,1,1
TRX-2023-00252,Budi Sari,TV LG 50 inch,2023-07-08,2023-07-14,6,2543806,B007,TV,436000,10,1,8
TRX-2023-00253,Andi Putri,TV LG 50 inch,2023-02-26,2023-02-27,1,423071,B007,TV,441000,10,1,10
TRX-2023-00254,Lia Hidayat,TV Panasonic 43 inch,2025-02-17,2025-02-23,6,1757109,B004,TV,293000,12,1,8
TRX-2023-00255,Eka Putri,TV LG 55 inch,2023-07-01,2023-07-05,4,2010561,B009,TV,547000,8,1,0
TRX-2023-00256,Agus Ramadhan,TV Panasonic 75 inch,2024-02-26,2024-02-28,2,2384923,B012,TV,1229000,4,1,4
TRX-2023-00257,Siti Lestari,TV Panasonic 43 inch,2025-10-09,2025-10-15,6,1837374,B004,TV,308000,12,1,8
TRX-2023-00258,Andi Lestari,TV LG 50 inch,2024-03-04,2024-03-05,1,399620,B007,TV,435000,10,1,1
TRX-2023-00259,Hadi Hidayat,TV LG 55 inch,2023-08-28,2023-09-03,6,3131130,B009,TV,559000,8,1,5
TRX-2023-00260,Rian Kusuma,TV Panasonic 43 inch,2023-03-06,2023-03-10,4,1153227,B004,TV,306000,12,1,4
TRX-2023-00261,Eka Lestari,TV LG 50 inch,2025-03-16,2025-03-17,1,394029,B007,TV,436000,10,1,2
TRX-2023-00262,Budi Saputra,Proyektor Epson 6000 Lumens,2024-04-23,2024-04-30,7,7041138,B001,Proyektor,1049000,15,1,9
TRX-2023-00263,Agus Ramadhan,TV Panasonic 43 inch,2025-07-15,2025-07-17,2,540643,B004,TV,300000,12,1,1
TRX-2023-00264,Rina Wijaya,TV Panasonic 55 inch,2023-02-03,2023-02-08,5,2692025,B008,TV,550000,8,1,1
TRX-2023-00265,Siska Sari,TV Panasonic 50 inch,2024-04-27,2024-05-03,6,2745027,B006,TV,469000,10,1,2
TRX-2023-00266,Budi Lestari,TV LG 43 inch,2025-01-21,2025-01-28,7,1980266,B005,TV,299000,12,1,10
TRX-2023-00267,Doni Saputra,Proyektor Epson 6000 Lumens,2024-08-02,2024-08-05,3,2884410,B001,Proyektor,1006000,15,1,11
TRX-2023-00268,Budi Pratama,TV Panasonic 43 inch,2023-06-05,2023-06-08,3,917326,B004,TV,311000,12,1,8
TRX-2023-00269,Agus Wijaya,TV LG 75 inch,2023-05-19,2023-05-26,7,7573827,B013,TV,1184000,4,1,0
TRX-2023-00270,Rina Sari,TV LG 50 inch,2024-01-16,2024-01-20,4,1665650,B007,TV,436000,10,1,7
TRX-2023-00271,Yanto Wijaya,TV LG 50 inch,2023-06-05,2023-06-07,2,838482,B007,TV,436000,10,1,8
TRX-2023-00272,Eka Kusuma,TV Panasonic 43 inch,2023-09-05,2023-09-10,5,1454226,B004,TV,302000,12,1,10
TRX-2023-00273,Lia Hidayat,TV Panasonic 50 inch,2024-06-13,2024-06-18,5,2192976,B006,TV,439000,10,1,1
TRX-2023-00274,Yanto Pratama,TV LG 50 inch,2024-04-20,2024-04-21,1,430171,B007,TV,448000,10,1,7
TRX-2023-00275,Andi Saputra,TV LG 50 inch,2024-07-25,2024-07-29,4,1825046,B007,TV,458000,10,1,1
TRX-2023-00276,Joko Hidayat,Screen 2x3,2025-03-08,2025-03-14,6,1690928,B002,Screen,309000,10,1,5
TRX-2023-00277,Maya Hidayat,Screen 2x3,2024-09-09,2024-09-13,4,1141770,B002,Screen,296000,10,1,3
TRX-2023-00278,Yanto Hidayat,TV LG 75 inch,2025-03-26,2025-03-28,2,2213309,B013,TV,1201000,4,1,0
TRX-2023-00279,Rina Ramadhan,Proyektor Epson 6000 Lumens,2024-01-31,2024-02-07,7,6495738,B001,Proyektor,1030000,15,1,9
TRX-2023-00280,Rian Putri,TV Panasonic 55 inch,2025-01-01,2025-01-07,6,3118255,B008,TV,573000,8,1,4
TRX-2023-00281,Lia Lestari,Proyektor Epson 6000 Lumens,2025-07-14,2025-07-18,4,4035042,B001,Proyektor,1013000,15,1,5
TRX-2023-00282,Andi Lestari,TV LG 43 inch,2024-03-22,2024-03-25,3,812090,B005,TV,285000,12,1,3
TRX-2023-00283,Rina Saputra,TV Panasonic 43 inch,2023-05-29,2023-06-02,4,1154864,B004,TV,315000,12,1,3
TRX-2023-00284,Dewi Ramadhan,Screen 2x3,2024-01-22,2024-01-27,5,1492576,B002,Screen,305000,10,1,5
TRX-2023-00285,Siti Hidayat,Proyektor Epson 6000 Lumens,2025-12-11,2025-12-17,6,5666238,B001,Proyektor,1033000,15,1,13
TRX-2023-00286,Eka Wijaya,Proyektor Epson 6000 Lumens,2025-09-17,2025-09-23,6,5341586,B001,Proyektor,965000,15,1,11
TRX-2023-00287,Rina Putri,TV Panasonic 75 inch,2025-12-19,2025-12-25,6,7240990,B012,TV,1224000,4,1,4
TRX-2023-00288,Doni Ramadhan,Screen 3x4,2024-04-02,2024-04-06,4,1466657,B003,Screen,406000,8,1,5
TRX-2023-00289,Rian Putri,Screen 2x3,2025-01-16,2025-01-20,4,1114229,B002,Screen,303000,10,1,10
TRX-2023-00290,Siska Santoso,TV LG 43 inch,2023-11-07,2023-11-13,6,1648433,B005,TV,292000,12,1,10
TRX-2023-00291,Eka Saputra,TV LG 50 inch,2024-08-11,2024-08-16,5,2196352,B007,TV,465000,10,1,3
TRX-2023-00292,Siska Ramadhan,Screen 2x3,2024-04-18,2024-04-24,6,1739756,B002,Screen,297000,10,1,6
TRX-2023-00293,Maya Ramadhan,TV LG 55 inch,2023-10-27,2023-10-31,4,1922846,B009,TV,534000,8,1,6
TRX-2023-00294,Dewi Pratama,TV LG 50 inch,2025-09-09,2025-09-13,4,1650968,B007,TV,449000,10,1,1
TRX-2023-00295,Andi Sari,TV Panasonic 55 inch,2023-12-21,2023-12-24,3,1565964,B008,TV,573000,8,1,0
TRX-2023-00296,Doni Ramadhan,TV LG 43 inch,2024-09-24,2024-09-30,6,1632340,B005,TV,290000,12,1,12
TRX-2023-00297,Rina Santoso,Screen 2x3,2023-08-04,2023-08-07,3,825530,B002,Screen,295000,10,1,0
TRX-2023-00298,Andi Santoso,Screen 2x3,2025-03-10,2025-03-12,2,574871,B002,Screen,296000,10,1,10
TRX-2023-00299,Rina Lestari,TV Panasonic 65 inch,2023-02-06,2023-02-10,4,2530645,B010,TV,688000,6,1,0
TRX-2023-00300,Maya Hidayat,TV LG 55 inch,2023-09-30,2023-10-01,1,526017,B009,TV,554000,8,1,7
TRX-2023-00301,Dewi Lestari,TV Panasonic 65 inch,2025-12-25,2025-12-30,5,3305081,B010,TV,704000,6,1,6
TRX-2023-00302,Siti Ramadhan,TV LG 65 inch,2023-08-05,2023-08-07,2,1245404,B011,TV,679000,6,1,2
TRX-2023-00303,Doni Putri,Proyektor Epson 6000 Lumens,2024-08-21,2024-08-23,2,1904274,B001,Proyektor,994000,15,1,7
TRX-2023-00304,Agus Ramadhan,TV LG 55 inch,2024-03-27,2024-04-02,6,3137494,B009,TV,575000,8,1,2
TRX-2023-00305,Andi Santoso,Screen 2x3,2025-09-05,2025-09-10,5,1394083,B002,Screen,286000,10,1,9
TRX-2023-00306,Lia Kusuma,TV Panasonic 55 inch,2025-01-20,2025-01-26,6,2905421,B008,TV,529000,8,1,7
TRX-2023-00307,Siti Hidayat,Screen 2x3,2024-02-22,2024-02-27,5,1449281,B002,Screen,308000,10,1,2
TRX-2023-00308,Siti Pratama,Screen 2x3,2025-02-01,2025-02-06,5,1393018,B002,Screen,296000,10,1,7
TRX-2023-00309,Joko Wijaya,TV Panasonic 55 inch,2023-12-20,2023-12-26,6,3110667,B008,TV,563000,8,1,5
TRX-2023-00310,Rina Santoso,Proyektor Epson 6000 Lumens,2025-12-02,2025-12-03,1,880881,B001,Proyektor,970000,15,1,4
TRX-2023-00311,Agus Sari,Screen 2x3,2024-02-15,2024-02-21,6,1687927,B002,Screen,298000,10,1,1
TRX-2023-00312,Eka Wijaya,Screen 3x4,2025-06-06,2025-06-13,7,2763044,B003,Screen,416000,8,1,5
TRX-2023-00313,Lia Pratama,Proyektor Epson 6000 Lumens,2025-02-12,2025-02-15,3,2938317,B001,Proyektor,981000,15,1,2
TRX-2023-00314,Maya Sari,TV Panasonic 50 inch,2024-07-29,2024-08-05,7,3031222,B006,TV,441000,10,1,6
TRX-2023-00315,Andi Hidayat,TV Panasonic 55 inch,2025-11-11,2025-11-18,7,3420943,B008,TV,523000,8,1,2
TRX-2023-00316,Hadi Pratama,TV Panasonic 43 inch,2023-07-10,2023-07-13,3,887937,B004,TV,300000,12,1,1
TRX-2023-00317,Andi Santoso,TV Panasonic 65 inch,2024-04-05,2024-04-10,5,3223072,B010,TV,691000,6,1,2
TRX-2023-00318,Siska Saputra,Screen 3x4,2024-10-23,2024-10-24,1,375132,B003,Screen,398000,8,1,3
TRX-2023-00319,Rina Kusuma,TV LG 50 inch,2025-09-26,2025-09-29,3,1242181,B007,TV,456000,10,1,9
TRX-2023-00320,Doni Saputra,TV LG 50 inch,2023-12-05,2023-12-09,4,1784349,B007,TV,470000,10,1,5
TRX-2023-00321,Maya Hidayat,TV Panasonic 50 inch,2024-02-24,2024-03-01,6,2420156,B006,TV,440000,10,1,0
TRX-2023-00322,Hadi Pratama,TV Panasonic 50 inch,2025-09-06,2025-09-13,7,2813009,B006,TV,435000,10,1,5
TRX-2023-00323,Hadi Sari,TV Panasonic 65 inch,2025-10-05,2025-10-10,5,3029272,B010,TV,670000,6,1,5
TRX-2023-00324,Siska Putri,TV Panasonic 43 inch,2024-07-20,2024-07-23,3,844793,B004,TV,310000,12,1,6
TRX-2023-00325,Eka Sari,TV LG 65 inch,2023-02-09,2023-02-14,5,3561960,B011,TV,717000,6,1,0
TRX-2023-00326,Rina Pratama,Proyektor Epson 6000 Lumens,2025-07-10,2025-07-13,3,3042731,B001,Proyektor,1022000,15,1,7
TRX-2023-00327,Budi Kusuma,TV Panasonic 75 inch,2023-07-03,2023-07-08,5,6047834,B012,TV,1251000,4,1,3
TRX-2023-00328,Dewi Pratama,TV Panasonic 55 inch,2023-10-12,2023-10-18,6,3275797,B008,TV,558000,8,1,5
TRX-2023-00329,Yanto Wijaya,TV LG 55 inch,2024-06-07,2024-06-14,7,3444821,B009,TV,523000,8,1,1
TRX-2023-00330,Maya Lestari,TV Panasonic 50 inch,2023-09-28,2023-10-02,4,1639333,B006,TV,434000,10,1,7
TRX-2023-00331,Budi Kusuma,TV LG 55 inch,2023-01-04,2023-01-11,7,3490430,B009,TV,536000,8,1,2
TRX-2023-00332,Yanto Wijaya,Screen 3x4,2024-10-27,2024-11-03,7,2565596,B003,Screen,396000,8,1,2
TRX-2023-00333,Rina Hidayat,Screen 2x3,2025-05-16,2025-05-18,2,548877,B002,Screen,287000,10,1,9
TRX-2023-00334,Siti Pratama,TV LG 50 inch,2025-12-14,2025-12-15,1,408876,B007,TV,440000,10,1,1
TRX-2023-00335,Rian Putri,TV Panasonic 50 inch,2025-10-15,2025-10-22,7,2867131,B006,TV,445000,10,1,0
TRX-2023-00336,Joko Putri,Screen 2x3,2025-07-12,2025-07-15,3,794152,B002,Screen,285000,10,1,7
TRX-2023-00337,Joko Wijaya,Screen 2x3,2024-04-27,2024-05-03,6,1658665,B002,Screen,300000,10,1,3
TRX-2023-00338,Rian Pratama,TV LG 43 inch,2025-02-08,2025-02-13,5,1456710,B005,TV,312000,12,1,2
TRX-2023-00339,Eka Wijaya,TV LG 65 inch,2023-09-17,2023-09-21,4,2715361,B011,TV,722000,6,1,2
TRX-2023-00340,Budi Saputra,Screen 3x4,2025-08-05,2025-08-09,4,1397411,B003,Screen,384000,8,1,0
TRX-2023-00341,Rina Ramadhan,TV LG 55 inch,2023-09-30,2023-10-07,7,3350987,B009,TV,531000,8,1,8
TRX-2023-00342,Siti Wijaya,TV LG 43 inch,2023-11-16,2023-11-18,2,576766,B005,TV,297000,12,1,8
TRX-2023-00343,Eka Kusuma,TV Panasonic 55 inch,2025-04-09,2025-04-11,2,990148,B008,TV,528000,8,1,8
TRX-2023-00344,Budi Kusuma,TV Panasonic 75 inch,2025-06-09,2025-06-10,1,1119895,B012,TV,1244000,4,1,3
TRX-2023-00345,Dewi Putri,Proyektor Epson 6000 Lumens,2025-01-12,2025-01-14,2,1907468,B001,Proyektor,981000,15,1,15
TRX-2023-00346,Rian Wijaya,TV LG 50 inch,2024-06-16,2024-06-21,5,2094556,B007,TV,431000,10,1,0
TRX-2023-00347,Andi Lestari,Screen 2x3,2024-11-08,2024-11-11,3,839175,B002,Screen,301000,10,1,6
TRX-2023-00348,Doni Pratama,TV Panasonic 43 inch,2024-10-25,2024-10-28,3,792082,B004,TV,288000,12,1,8
TRX-2023-00349,Doni Pratama,Screen 2x3,2025-03-22,2025-03-25,3,803301,B002,Screen,296000,10,1,3
TRX-2023-00350,Siska Wijaya,TV LG 43 inch,2024-11-05,2024-11-11,6,1706034,B005,TV,307000,12,1,8
TRX-2023-00351,Lia Kusuma,TV LG 65 inch,2025-11-15,2025-11-21,6,3961027,B011,TV,677000,6,1,6
TRX-2023-00352,Lia Santoso,Proyektor Epson 6000 Lumens,2023-06-06,2023-06-13,7,6586115,B001,Proyektor,1002000,15,1,7
TRX-2023-00353,Doni Hidayat,TV LG 65 inch,2025-03-22,2025-03-25,3,1950814,B011,TV,716000,6,1,6
TRX-2023-00354,Lia Lestari,TV Panasonic 65 inch,2025-08-22,2025-08-24,2,1221025,B010,TV,672000,6,1,2
TRX-2023-00355,Rina Putri,Screen 2x3,2024-11-20,2024-11-23,3,888452,B002,Screen,310000,10,1,7
TRX-2023-00356,Andi Saputra,TV Panasonic 75 inch,2023-03-26,2023-03-31,5,6034587,B012,TV,1227000,4,1,3
TRX-2023-00357,Siti Pratama,TV LG 43 inch,2023-06-07,2023-06-10,3,842230,B005,TV,303000,12,1,7
TRX-2023-00358,Hadi Lestari,TV Panasonic 50 inch,2023-04-22,2023-04-29,7,2993528,B006,TV,453000,10,1,6
TRX-2023-00359,Eka Kusuma,TV Panasonic 43 inch,2024-01-20,2024-01-23,3,861461,B004,TV,309000,12,1,6
TRX-2023-00360,Rina Hidayat,TV Panasonic 43 inch,2024-11-25,2024-11-27,2,566907,B004,TV,297000,12,1,8
TRX-2023-00361,Yanto Putri,TV LG 50 inch,2024-05-06,2024-05-12,6,2660299,B007,TV,452000,10,1,4
TRX-2023-00362,Maya Pratama,TV LG 65 inch,2024-05-11,2024-05-12,1,695089,B011,TV,710000,6,1,3
TRX-2023-00363,Dewi Kusuma,Proyektor Epson 6000 Lumens,2023-08-29,2023-08-30,1,968956,B001,Proyektor,1038000,15,1,10
TRX-2023-00364,Siska Santoso,Screen 3x4,2024-02-08,2024-02-12,4,1566674,B003,Screen,407000,8,1,7
TRX-2023-00365,Rian Kusuma,TV LG 55 inch,2025-10-19,2025-10-25,6,3155089,B009,TV,553000,8,1,7
TRX-2023-00366,Hadi Sari,TV Panasonic 75 inch,2024-06-17,2024-06-24,7,8493450,B012,TV,1242000,4,1,3
TRX-2023-00367,Joko Hidayat,TV Panasonic 55 inch,2023-10-10,2023-10-13,3,1575029,B008,TV,564000,8,1,7
TRX-2023-00368,Budi Wijaya,TV LG 43 inch,2023-02-15,2023-02-17,2,597229,B005,TV,309000,12,1,7
TRX-2023-00369,Siti Santoso,TV Panasonic 43 inch,2024-03-01,2024-03-02,1,276205,B004,TV,292000,12,1,9
TRX-2023-00370,Lia Pratama,TV LG 43 inch,2024-07-11,2024-07-12,1,282315,B005,TV,292000,12,1,2
TRX-2023-00371,Joko Hidayat,Screen 2x3,2024-10-20,2024-10-21,1,277111,B002,Screen,307000,10,1,6
TRX-2023-00372,Maya Saputra,Proyektor Epson 6000 Lumens,2023-04-29,2023-04-30,1,918923,B001,Proyektor,975000,15,1,9
TRX-2023-00373,Siti Putri,TV Panasonic 43 inch,2023-12-04,2023-12-05,1,263043,B004,TV,287000,12,1,5
TRX-2023-00374,Joko Putri,TV LG 55 inch,2023-07-24,2023-07-30,6,3101779,B009,TV,528000,8,1,6
TRX-2023-00375,Hadi Lestari,TV LG 43 inch,2024-11-14,2024-11-17,3,817983,B005,TV,299000,12,1,10
TRX-2023-00376,Rian Hidayat,TV LG 65 inch,2023-01-18,2023-01-24,6,3699115,B011,TV,665000,6,1,3
TRX-2023-00377,Maya Kusuma,TV LG 65 inch,2024-12-06,2024-12-10,4,2651393,B011,TV,687000,6,1,6
TRX-2023-00378,Siska Pratama,Proyektor Epson 6000 Lumens,2025-02-01,2025-02-08,7,7063345,B001,Proyektor,1018000,15,1,13
TRX-2023-00379,Maya Pratama,Proyektor Epson 6000 Lumens,2024-09-26,2024-09-30,4,3626600,B001,Proyektor,991000,15,1,5
TRX-2023-00380,Lia Ramadhan,TV Panasonic 55 inch,2025-03-28,2025-04-03,6,3086129,B008,TV,545000,8,1,7
TRX-2023-00381,Siska Sari,TV LG 43 inch,2025-07-30,2025-08-02,3,911838,B005,TV,310000,12,1,8
TRX-2023-00382,Rian Santoso,TV LG 55 inch,2024-08-21,2024-08-27,6,3166295,B009,TV,565000,8,1,2
TRX-2023-00383,Joko Hidayat,TV LG 50 inch,2023-11-15,2023-11-20,5,2110535,B007,TV,462000,10,1,6
TRX-2023-00384,Maya Lestari,TV LG 43 inch,2025-03-03,2025-03-08,5,1410949,B005,TV,308000,12,1,2
TRX-2023-00385,Hadi Saputra,TV Panasonic 50 inch,2023-06-21,2023-06-27,6,2453006,B006,TV,454000,10,1,3
TRX-2023-00386,Dewi Hidayat,Proyektor Epson 6000 Lumens,2025-06-20,2025-06-23,3,2754344,B001,Proyektor,973000,15,1,12
TRX-2023-00387,Siska Saputra,TV LG 75 inch,2023-07-19,2023-07-22,3,3669187,B013,TV,1255000,4,1,4
TRX-2023-00388,Siti Santoso,TV LG 50 inch,2024-07-09,2024-07-16,7,2882550,B007,TV,447000,10,1,7
TRX-2023-00389,Rina Hidayat,Screen 3x4,2024-10-04,2024-10-11,7,2559434,B003,Screen,388000,8,1,5
TRX-2023-00390,Hadi Pratama,Proyektor Epson 6000 Lumens,2024-07-24,2024-07-27,3,2865440,B001,Proyektor,1020000,15,1,12
TRX-2023-00391,Maya Santoso,TV LG 65 inch,2023-08-14,2023-08-15,1,689237,B011,TV,692000,6,1,2
TRX-2023-00392,Dewi Putri,Proyektor Epson 6000 Lumens,2024-06-12,2024-06-15,3,2709075,B001,Proyektor,978000,15,1,9
TRX-2023-00393,Rian Ramadhan,Screen 2x3,2024-09-30,2024-10-02,2,533847,B002,Screen,290000,10,1,1
TRX-2023-00394,Andi Lestari,Screen 2x3,2024-09-19,2024-09-20,1,292856,B002,Screen,297000,10,1,3
TRX-2023-00395,Hadi Putri,Screen 3x4,2024-04-07,2024-04-14,7,2782896,B003,Screen,417000,8,1,2
TRX-2023-00396,Siska Saputra,TV Panasonic 50 inch,2024-02-10,2024-02-15,5,2177731,B006,TV,449000,10,1,3
TRX-2023-00397,Andi Kusuma,TV LG 50 inch,2023-07-28,2023-08-03,6,2770671,B007,TV,471000,10,1,5
TRX-2023-00398,Rian Lestari,TV LG 50 inch,2023-03-12,2023-03-16,4,1783896,B007,TV,465000,10,1,0
TRX-2023-00399,Andi Sari,TV LG 50 inch,2023-02-02,2023-02-03,1,419210,B007,TV,457000,10,1,0
TRX-2023-00400,Budi Ramadhan,TV LG 55 inch,2024-04-16,2024-04-23,7,3810681,B009,TV,557000,8,1,2
TRX-2023-00401,Agus Hidayat,Screen 3x4,2024-06-27,2024-07-01,4,1602872,B003,Screen,407000,8,1,2
TRX-2023-00402,Rian Lestari,Proyektor Epson 6000 Lumens,2024-11-08,2024-11-10,2,1944988,B001,Proyektor,1025000,15,1,11
TRX-2023-00403,Budi Santoso,TV LG 43 inch,2023-05-30,2023-06-04,5,1446233,B005,TV,310000,12,1,2
TRX-2023-00404,Siska Sari,TV Panasonic 55 inch,2024-11-08,2024-11-13,5,2562654,B008,TV,569000,8,1,0
TRX-2023-00405,Siti Pratama,TV Panasonic 55 inch,2025-02-21,2025-02-26,5,2592196,B008,TV,544000,8,1,0
TRX-2023-00406,Maya Kusuma,Screen 2x3,2024-04-29,2024-05-04,5,1389608,B002,Screen,303000,10,1,8
TRX-2023-00407,Siti Sari,Screen 3x4,2025-02-10,2025-02-16,6,2447111,B003,Screen,415000,8,1,6
TRX-2023-00408,Lia Ramadhan,TV Panasonic 75 inch,2025-12-25,2025-12-28,3,3274045,B012,TV,1170000,4,1,2
TRX-2023-00409,Siti Pratama,Proyektor Epson 6000 Lumens,2023-01-19,2023-01-20,1,942782,B001,Proyektor,1011000,15,1,9
TRX-2023-00410,Maya Wijaya,TV LG 43 inch,2023-01-05,2023-01-09,4,1203938,B005,TV,315000,12,1,3
TRX-2023-00411,Agus Lestari,TV LG 65 inch,2025-09-15,2025-09-18,3,2013878,B011,TV,712000,6,1,5
TRX-2023-00412,Doni Hidayat,Proyektor Epson 6000 Lumens,2024-12-04,2024-12-09,5,5160330,B001,Proyektor,1047000,15,1,5
TRX-2023-00413,Maya Wijaya,TV Panasonic 43 inch,2023-06-24,2023-06-27,3,828582,B004,TV,299000,12,1,2
TRX-2023-00414,Rian Saputra,TV LG 55 inch,2024-03-08,2024-03-10,2,1034089,B009,TV,541000,8,1,2
TRX-2023-00415,Andi Saputra,TV LG 50 inch,2023-04-22,2023-04-27,5,1960729,B007,TV,430000,10,1,4
TRX-2023-00416,Siti Pratama,TV LG 50 inch,2024-06-27,2024-07-03,6,2544804,B007,TV,435000,10,1,8
TRX-2023-00417,Yanto Santoso,Screen 3x4,2025-06-02,2025-06-04,2,798644,B003,Screen,403000,8,1,5
TRX-2023-00418,Budi Santoso,Screen 2x3,2024-09-12,2024-09-14,2,567740,B002,Screen,307000,10,1,3
TRX-2023-00419,Budi Putri,Screen 2x3,2024-07-14,2024-07-16,2,575791,B002,Screen,301000,10,1,5
TRX-2023-00420,Maya Ramadhan,TV LG 43 inch,2024-08-27,2024-08-30,3,796581,B005,TV,294000,12,1,6
TRX-2023-00421,Siska Pratama,Screen 3x4,2025-06-29,2025-07-06,7,2737872,B003,Screen,417000,8,1,2
TRX-2023-00422,Joko Sari,Screen 2x3,2025-01-22,2025-01-28,6,1835061,B002,Screen,312000,10,1,8
TRX-2023-00423,Hadi Sari,TV Panasonic 50 inch,2024-09-06,2024-09-12,6,2436893,B006,TV,437000,10,1,6
